Mantap! Kerajinan Tangan Khas Desa Tambong Banyuwangi Tembus Pasar Dunia, 30 Des 2022 08:03 ,https://www.detik.com/jatim/bisnis/d-6488408/mantap-kerajinan-tangan-khas-desa-tambong-banyuwangi-tembus-pasar-dunia,"Tak hanya destinasi wisata yang moncer di Banyuwangi. Beberapa karya tangan warga Banyuwangi pun juga diminati oleh wisatawan. Bahkan, karya mereka tembus pasar mancanegara.Karya unik ini dihasilkan dari tangan ratusan ibu-ibu di Desa Tambong, Kecamatan Kabat, Banyuwangi. Mereka menyulap bahan dari alam bekas jadi barang yang bernilai.Di tangan ibu-ibu pengrajin itu, bahan baku serat pelepah pohon pisang, pohon dan batok kelapa dan kayu bertransformasi menjadi produk berkualitas tinggi.Produk yang dihasilkan dari bahan dasar tersebut seperti tas, tempat buah, nampan, tempat HP, peralatan makan dan minum, hingga souvenir. Berpusat di Kejaya Handycraft, Dusun Krajan, Desa Tambong, ada sekitar 150 orang yang didominasi ibu-ibu rumah tangga yang terlibat aktif dalam kerajinan tersebut.
    
  
        
  Di masa sulit akibat pandemi COVID-19 saja, para perajin itu masih mampu menembus pasar dunia. Pengelola Bumdes Desa Tambong, Nuri mengatakan, kerajinan yang sudah berdiri sejak tahun 2000 ini telah berhasil menembus pasar Asia dan Afrika.""Beberapa produk kerajinan yang dibuat di Desa Tambong seperti tas dari batok kelapa sudah berhasil terjual hingga ke Thailand, Hawai dan Jamaika,"" ujar Nuri kepada detikJatim, Jumat (30/12/2022).Yang bikin bangga lagi, saat pagelaran Moto GP di Mandalika, suvenir parfum dengan kemasan anyaman yang diproduksi Kejaya Handycraft juga sempat dipasarkan di sana.""Khusus suvenir parfum ini pasarnya masih sampai di Jakarta,"" kata Nuri.Ia menyebut produk tergolong baru ini, sekali kirim ke Jakarta bisa mencapai 15 sampai 20 ribu buah suvenir parfum.""Sedangkan harga per bijinya berkisar di Rp 20 ribu sampai Rp 25 ribu,"" ucapnya.Kerajinan yang ada di Desa Tambong ini secara tidak langsung sudah bisa mengangkat perekonomian warga. Salah satu pengrajin, Luluk (34) mengatakan, dalam sebulan dirinya bisa mendapatkan penghasilan antara Rp 500 ribu-Rp 600 ribu.""Alhamdulilah adanya pusat kerajinan ini bisa menambah penghasilan kami warga Desa Tambong,"" tegasnya."
"Kala MotoGP Mandalika Curi Perhatian Dunia, Termasuk Pawang Hujannya", 28 Des 2022 12:35 ,https://news.detik.com/berita/d-6485249/kala-motogp-mandalika-curi-perhatian-dunia-termasuk-pawang-hujannya,"Acara balapan internasional MotoGP Indonesia di Sirkuit Mandalika, Lombok, NTB menjadi hajat penting di tahun 2022. Gelaran acara balapan ini menjadi perhatian dunia.Acara balapan internasional MotoGP Indonesia di Sirkuit Mandalika, Lombok sudah dipersiapkan sejak lama. Bahkan, pembangunan sirkuitnya dilakukan sejak 2020.
    
  
        
  Persiapan yang panjang itu ternyata tak sia-sia. Acara MotoGP 2022 di Mandalika berjalan sukses. Bahkan, ada beberapa peristiwa menarik yang mengundang perhatian dunia.Hujan deras mengguyur Sirkuit Mandalika menjelang gelaran balap MotoGP 2022. Seorang pawang hujan, Raden Roro Istiati Wulandari atau Rara, langsung beraksi.Pawang hujan tersebut memakai helm putih dan mengenakan jaket berwarna merah dan hitam. Dia berjalan tanpa memakai alas kaki di tengah guyuran hujan di sepanjang Sirkuit Mandalika.Kehadiran pawang hujan di sirkuit ini pun membuat heboh penonton yang berada di tribun. Terdengar suara teriakan dari penonton.Aksi pawang hujan rupanya mencuri perhatian beberapa rider di paddock. Salah satunya Fabio Quartararo yang ikut menirukan aksi pawang.Semenjak aksinya di Madalika, nama Rara sebagai pawang hujan semakin dikenal.Baca halaman selanjutnya.Simak juga 'Year In Review 2022: Tren Kuliner dan Gaya Hidup Sehat':[Gambas:Video 20detik]
"
"Cuaca Ekstrem 'Hantui' KTT G20 Bali, Bakal Ada Pawang Hujan?", 07 Nov 2022 16:49 ,https://finance.detik.com/berita-ekonomi-bisnis/d-6392643/cuaca-ekstrem-hantui-ktt-g20-bali-bakal-ada-pawang-hujan,"Cuaca ekstrem menghantui gelaran KTT G20 Bali. Kemungkinan terjadi hujan saat acara puncak KTT G20 masih cukup besar saat ini.Sebelumnya, di gelaran internasional Moto GP di Sirkuit Mandalika awal tahun yang lalu, pawang hujan disewa untuk mengatur cuaca. Lalu, apakah pemerintah akan menyewa pawang hujan di KTT G20 seperti gelaran Moto GP Mandalika?Sekretaris Kementerian Sekretariat Negara Setya Utama mengatakan opsi itu mungkin tidak akan dipilih pemerintah dalam gelaran KTT G20. Setya Utama menjelaskan Badan Riset dan Inovasi Nasional (BRIN) dan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) telah bekerja sama untuk melakukan rekayasa cuaca secara teknis.
    
  
        
  ""Soal pawang hujan, sebetulnya kita semua sudah kerahkan apa yang kita bisa. Tentu saja kita dari pihak BRIN dan BMKG juga berusaha semaksimal mungkin melakukan rekayasa cuaca, tentu ini keputusan dari Tuhan, kita usaha dan berdoa saja,"" ungkap Setya Utama dalam konferensi pers virtual, Senin (7/11/2022).""Kita hanya bisa berdoa bersama supaya acara yang disiapkan di luar ruangan bisa berlangsung baik,"" ujarnya.Menurutnya pemerintah memang merencanakan akan ada beberapa acara outdoor dalam gelaran KTT G20. Nah, bila hujan terjadi pemerintah pun sudah punya opsi cadangan agar acara tetap terlaksana.""Kita pun siapkan juga kalau terjadi hujan acara bisa berlangsung di holding room. Kalah hujan mereka akan tetap di holding room, meski nggak sebagus di outdoor,"" ujar Setya Utama.Sebelumnya, aksi pawang hujan di Moto GP Mandalika menjadi sorotan banyak pihak. Kala itu gerak gerik Mbak Rara alias Rara Istiati Wulandari yang menjadi pawang hujan di tengah ajang balap kuda besi itu menjadi salah satu kehebohan tersendiri.Direktur Utama PT Aviasi Pariwisata Indonesia (Persero) atau InJourney Dony Oskaria mengungkapkan jika aksi tersebut merupakan bagian dari local wisdom atau gimmick dalam acara.InJourney merupakan holding BUMN pariwisata dan pendukung yang ikut berperan dalam kesuksesan Pertamina Grand Prix of Indonesia. Disorotnya aksi pawang hujan dinilai berhasil membuat Mandalika jadi pembicaraan.""Artinya memang kita melihat parameternya cukup berhasil untuk membuat pembicaraannya melirik Indonesia dan Mandalika,"" tutur Dony."
"Batik Sasambo SMKN 5 Mataram Tembus Pasar Global, Dikenal sampai Arab", 02 Sep 2022 20:30 ,https://www.detik.com/edu/sekolah/d-6269668/batik-sasambo-smkn-5-mataram-tembus-pasar-global-dikenal-sampai-arab,"Satu lagi kisah membanggakan datang dari sekolah di Indonesia yang menghasilkan produk hingga dikenal sampai luar negeri. Sekolah tersebut adalah Sekolah Menengah Kejuruan Negeri (SMKN) 5 Mataram, Kota Mataram, Nusa Tenggara Barat (NTB).SMKN 5 Mataram berhasil menginisiasi kolaborasi antarjurusan sebagai hasil proses pembelajaran di satuan pendidikan vokasi.Kolaborasi tersebut mampu membuat produk melalui model pembelajaran berbasis produksi/jasa yang mengacu pada dunia usaha dan industri (teaching factory) hingga menembus pasar internasional.Kepala SMKN 5 Mataram, Istiqlal, mengatakan bahwa kolaborasi antarjurusan tersebut menjadi langkah sekolah untuk melatih hard skill maupun soft skills peserta didik antarjurusan.""Siswa belajar untuk memproduksi barangnya secara bersama-sama. Itu mengasah kompetensi mereka. Selain itu, mereka juga dapat melatih kemampuan berkomunikasi dengan adanya kerja sama tersebut,"" ujarnya dikutip dari laman Kemdikbud RI, Jumat (2/9/2022).Produk yang dihasilkan dalam kolaborasi SMKN 5 Mataram adalah Batik Sasambo. Nama Sasambo sendiri adalah singkatan dari nama suku Sasak, Samawa, dan Mbojo.""Sasambo ini sudah terkenal sebelumnya, lahir pertama kali di sini. Jargon Sasambo ini berasal dari Sasak, Samawa, dan Mbojo yang merupakan etnik grup dari NTB. Sasambo memiliki makna orang Sasak yang tinggal di Lombok. Kemudian, Mbojo yang berarti orang yang tinggal di Bima, juga Samawa yang berarti orang yang tinggal di Sumbawa,"" jelasnya.Batik yang diproduksi oleh siswa Jurusan Tekstil SMKN 5 Mataram ini berhasil menembus pasar global.Tidak hanya sekadar masuk ke pasar global, bagi warga Riyadh, Arab Saudi Batik Sasambo sudah tidak lagi asing.Hal ini karena Batik Sasambo bahkan banyak dijadikan sebagai seragam sekolah yang wajib digunakan setiap hari Kamis.Melihat peluang pasar tersebut, Kepala SMKN 5 Mataram berencana untuk mengikuti pameran busana yang digelar di Arab Saudi guna mengenalkan serta meluaskan Sasambo di pasar global yang memiliki cakupan lebih luas.""Kami berencana pameran di Arab Saudi. Saya sudah kontak, di Arab Saudi ada Festival Janadriyah di Riyadh. Karena pandemi, maka festival tersebut belum diadakan lagi,"" tutur Istiqlal.Meski ada kendala pandemi, Istiqlal menyampaikan pihaknya akan tetap berupaya mengenalkan Sasambo pada acara internasional.Salah satunya, yaitu dengan menjadi narasumber dalam pembuatan batik pada kegiatan yang diselenggarakan oleh sekolah yang ada di Riyadh.Wakil Kepala SMKN 5 Mataram, Ahyar Suharno mengatakan dengan adanya permintaan pasar yang begitu tinggi, kolaborasi antarjurusan juga mulai dibangun di SMKN 5 Mataram dengan lebih cepat.Bersama Jurusan Desain Komunikasi Visual, Batik Sasambo diproduksi lebih masif dengan proses yang lebih cepat.""Kita kolaborasi antarjurusan. Jadi, nanti Jurusan Desain Komunikasi Visual (DKV) kolaborasi dengan Jurusan Tekstik. Sumber daya manusia (SDM) dari DKV bisa gambar dan ada alat, nanti kita akan coba buat batik cetak/print,"" jelasnya.Ahyar menyampaikan bahwa jurusan DKV telah memiliki alat yang dapat mendukung operasional pembuatan batik karena memperoleh bantuan SMK Pusat Keunggulan (PK).Dia juga menjelaskan, bahwa kolaborasi proses pembuatan batik tersebut bisa dimulai dari pembuatan desain yang akan dicetak di kertas oleh SDM dari Jurusan DKV, yang kemudian dilapisi kain putih dan baru dipanaskan melalui alat direct to garment (DTG). Setelah itu, gambar akan menempel pada kain.Tidak hanya itu, pemasaran Batik Sasambo kini sudah memasuki e-commerce di pasar internasional seperti platform digital Amerika.Di platform digital, Batik Sasambo bekerja sama dengan pemasok tekstil (apparel) di Amerika, contohnya Batik Sasambo motif Lumbung.Kemudian untuk saat ini, seluruh kantor di NTB juga telah menggunakan Batik Sasambo.Ahyar mengatakan, ke depan jurusan DKV akan membuat klinik desain yang menjadi inkubator bisnis yang menawarkan jasa desain.Kehadiran klinik desain akan melengkapi keberhasilan kolaborasi tersebut. Desain-desain yang dibuat tidak hanya mengenai desain batik yang akan diproduksi, melainkan berbagai desain konten yang diperuntukkan bagi pasar digital seperti e-commerce dalam menarik perhatian pelanggan.""Kita punya alat itu, nanti kita hubungi anak yang tidak kuliah, tetapi mereka aktif. Nanti kalau ada stakeholder yang mau mendesain dipersilakan, bikin klinik desain, bikin konsultasi desain,"" imbuh Ahyar.Sebagai informasi, dalam perjalanannya, Batik Sasambo terus mengalami perkembangan. Bahkan, saat momen Moto GP 2020 yang dilaksanakan di Mandalika, melahirkan inovasi batik Sasambo Mandalika.Kini produk hasil teaching factory tersebut menjadi semakin tak asing didengar warga lokal maupun internasional.Hadirnya SMK PK pada Jurusan DKV juga menjadi kombinasi yang menarik dalam mengembangkan produk hingga menembus pasar global. Selamat ya."
Abu-abu Dugaan Gratifikasi Lili Pintauli Bila Dewas KPK Tak Ambil Aksi, 13 Jul 2022 12:38 ,https://news.detik.com/berita/d-6176785/abu-abu-dugaan-gratifikasi-lili-pintauli-bila-dewas-kpk-tak-ambil-aksi,"Lili Pintauli Siregar meninggalkan kursi Wakil Ketua KPK dengan sedikit ketenangan sebab dugaan penerimaan fasilitas menonton MotoGP Mandalika tidak diungkap terang oleh Dewan Pengawas (Dewas) KPK. Persidangan etik yang seharusnya bisa mengungkap dugaan itu digugurkan Dewas KPK.Ketua majelis etik yang juga Ketua Dewas KPK, Tumpak H Panggabean, beralasan Lili sudah lebih dulu mundur sebagai bagian dari KPK. Bagi Dewas KPK, status Lili yang bukan sebagai Insan KPK lagi tak bisa diadili secara etik.""Kalau pun sidang, maksimal hukumannya apa nanti? Mengundurkan diri juga? Dia sudah mengundurkan diri juga. Jadi, itu pertimbangan juga tapi yang jelas kalau memang orangnya tidak ada lagi, bukan Insan KPK lagi, tentunya tidak bisa dipertanggungjawabkan lagilah,"" ucap Tumpak pada 11 Juli 2022 saat memberikan alasan tentang gugurnya sidang etik untuk Lili.
    
  
        
  Namun alasan ini memantik sindiran banyak pihak, terutama dari orang-orang yang pernah berada di KPK maupun para aktivis antikorupsi. Mereka menilai Dewas mencuci tangan dari perkara ini.Salah satunya muncul dari Febri Diansyah. Mantan juru bicara KPK ini terang-terangan menyebut apa yang dilakukan Dewas KPK itu keliru.""Dewas KPK Keliru, seharusnya sidang etik untuk pimpinan KPK, Lili Pintauli Siregar yang diduga menerima gratifikasi terkait Moto-Gp tetap dijalankan. Kenapa? UU KPK menugaskan Dewas KPK menyelenggarakan sidang kode etik untuk memeriksa dugaan pelanggaran kode etik,"" kata Febri, dikutip dari cuitannya di Twitter pribadinya, @febridiansyah, Selasa (11/7/2022).Menurut Febri, semestinya sidang etik terhadap Lili Pintauli tetap dilakukan. Sebab, peristiwa dugaan pelanggaran etik itu terjadi saat Lili masih menjabat Wakil Ketua KPK. Dengan demikian, sidang kode etik itu sejatinya bertujuan membuktikan pelanggaran yang diduga dilakukannya sewaktu menjadi pimpinan KPK atau pegawai KPK.""Sehingga, alasan Dewas KPK yang menyebutkan sidang etik gugur karena Lili mundur sebelum sidang jelas keliru. Karena saat dugaan pelanggaran terjadi, ia masih pimpinan KPK,"" ungkapnya.Febri menilai Dewas keliru memahami konteks waktu dan status pegawai KPK saat dugaan pelanggaran etik itu terjadi. Sementara itu, jika logika Dewas tersebut digunakan, Febri menilai cara serupa dapat dilakukan pegawai KPK lainnya untuk celah menghindari sanksi pelanggaran etik.""Jika logika Dewas ini digunakan maka setiap pelaku pelanggaran dengan mudah menghindar dengan cara mundur saat akan di sidang kode etik,"" tuturnya.Sindiran keras Febri ini selengkapnya bisa dicek pada tautan di bawah ini:Setidaknya argumen Febri itu diamini pula oleh mantan pegawai KPK Rasamala Aritonang. Rasamala meminta Dewas KPK mempertimbangkan untuk melanjutkan pemeriksaan etik Lili Pintauli.""Untuk dugaan pelanggaran etiknya seharusnya bisa tetap diproses karena peristiwanya terjadi saat yang bersangkutan masih menjabat pimpinan, meskipun nanti tidak perlu dijatuhkan sanksi karena yang bersangkutan sudah mengundurkan diri dan bukan lagi pimpinan,"" kata Rasamala saat dihubungi detikcom, Selasa (12/7/2022).Di sisi lain ada pula desakan agar Dewas proaktif meneruskan bukti-bukti terkait Lili ke ranah pidana. Sebab, banyak pihak menilai bila urusan ini tidak hanya etik tetapi mengarah pula ke gratifikasi bahkan suap.Seperti yang disampaikan salah satu peneliti Indonesia Corruption Watch (ICW) Kurnia Ramadhana. Dia mendesak Dewas KPK menyerahkan dugaan pelanggaran etik Lili ke penegak hukum jika ada unsur dugaan penerimaan suap.""Dewan Pengawas harus meneruskan bukti-bukti awal yang telah dimiliki kepada aparat penegak hukum jika ada dugaan kuat adanya gratifikasi yang dianggap suap,"" ucap Kurnia.Tumpak sendiri sempat merespons tentang desakan ini. Namun Tumpak malah menjelaskan posisi Dewas untuk urusan etik, bukan perihal mau tidaknya Dewas meneruskan bukti-bukti ke aparat penegak hukum lain apabila ada dugaan suap atau gratifikasi di perkara Lili.""Mengenai dugaan pidana, tentunya berdasarkan ketentuan UU itu bukan ranah Dewas, Dewas hanya mengadili perbuatan yang diduga melanggar kode etik dan kode perilaku itu berdasarkan UU Pasal 37B,"" ucap Tumpak.Bagaimana dengan KPK? Sebelas dua belas dengan Dewas, Plt Juru Bicara KPK Ali Fikri hanya menjelaskan soal wewenang dan tugas Dewas.""Perlu kami luruskan, ranah tugas Dewas sudah sangat jelas yaitu bukan masalah dugaan pidana yang dilakukan insan KPK, namun dugaan pelanggaran etik,"" kata Plt Juru Bicara KPK Ali Fikri kepada wartawan, Rabu (13/7/2022).""Kami berharap tidak ada lagi pihak-pihak yang salah memahami tugas Dewas yang secara normatif sesungguhnya sudah jelas tertuang dalam Undang-Undang. Jangan sampai justru penegakan etik oleh Dewas menabrak norma hukum jika tetap melanjutkan sidang etik padahal yang bersangkutan tidak memenuhi unsur subjek persidangan karena sudah bukan lagi berstatus insan komisi,"" imbuhnya.Bila merunut respons dari Dewas maupun KPK, akankah dugaan-dugaan suap atau gratifikasi yang diterima Lili Pintauli itu akan menguap begitu saja?Padahal bila merujuk pada Pasal 108 KUHAP disebutkan kewajiban seseorang untuk melaporkan ke pihak berwajib bila mengetahui adanya tindak pidana, terutama ayat (3). Begini aturannya:Pasal 108(1) Setiap orang yang mengalami, melihat, menyaksikan dan atau menjadi korban peristiwa yang merupakan tindak pidana berhak untuk mengajukan laporan atau pengaduan kepada penyelidik dan atau penyidik baik lisan maupun tertulis.(2) Setiap orang yang mengetahui permufakatan jahat untuk melakukan tindak pidana terhadap ketenteraman dan keamanan umum atau terhadap jiwa atau terhadap hak milik wajib seketika itu juga melaporkan hal tersebut kepada penyelidik atau penyidik.(3) Setiap pegawai negeri dalam rangka melaksanakan tugasnya yang mengetahui tentang terjadinya peristiwa yang merupakan tindak pidana wajib segera melaporkan hal itu kepada penyelidik atau penyidik.Simak video 'Ketua Komisi III Minta Dugaan Gratifikasi Tetap Diusut Meski Lili Pintauli Mundur': [Gambas:Video 20detik]"
Produk UMKM Ini Bikin Sandiaga Takjub, 08 Jun 2022 11:33 ,https://finance.detik.com/berita-ekonomi-bisnis/d-6116660/produk-umkm-ini-bikin-sandiaga-takjub,"Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno kagum dengan Nurhayati (52), salah satu pelaku UMKM penghasil produk kriya. Pasalnya, Nurhayati mampu mengajak kaum dhuafa untuk membuat kriya yang memiliki nilai jual.Bermula ketika Nurhayati menjelaskan tentang produk kriya berupa lukisan bakar kayu kepada Sandiaga Uno saat workshop Kabupaten Kota (KaTa) di Kota Tangerang Selatan, Banten.Di situ, Nurhayati menjelaskan pembuatan produk kriya bersama kaum dhuafa dengan alat yang terbatas. Nurhayati mengaku kerap meminjam alat ukir berupa pulpen listrik ke rekannya.
    
  
        
  ""Dhuafa, masyaAllah,"" kata Sandiaga ketika mendengar penjelasan Nurhayati di Resto Kampoeng Anggrek, Jl. Raya Victor, Kecamatan Serpong, Tangerang Selatan, ditulis Rabu (8/6/2022).Nurhayati juga memaparkan produk kriyanya telah menjadi bagian dari Moto GP Mandalika 2022 lalu. Di mana produk Nurhayati terdaftar sebagai merchandise di ajang internasional tersebut.Sandiaga kemudian meresponnya dengan memberikan bantuan modal. Bantuan itu dapat menambah alat pendukung dalam pembuatan produk lukisan bakar di atas kayu.""Saya punya solusi buat ibu. Kita berikan bantuan kepada ibu Nurhayati dan dhuaart. Bantuannya yaitu alat-alat yang sudah disiapkan. Bukan cuma alat yang diperlukan tapi juga uang modal,"" ucap Sandiaga.""Modal ini juga untuk membuka lapangan kerja ya bu. Karena banyak sekali masyarakat yang membutuhkan lapangan pekerjaan terutama dari kaum dhuafa,"" sambungnya."
"Formula E Jakarta Usai, Zita PAN Sedih Tak Lihat Sponsor BUMN", 04 Jun 2022 17:41 ,https://news.detik.com/berita/d-6110447/formula-e-jakarta-usai-zita-pan-sedih-tak-lihat-sponsor-bumn,"Wakil Ketua DPRD DKI dari Fraksi PAN Zita Anjani menyebut gelaran Formula E hari ini berjalan lancar. Namun demikian, dia membandingkan dengan kesuksesan dukungan untuk MotoGP Mandalika.""Alhamdulillah sukses,"" ujarnya kepada detikcom, Sabtu (4/5/2022).Namun, dia mengaku sedih lantaran gelaran Formula E tidak mengantongi sponsor BUMN. Hal ini berbeda dengan Moto GP Mandalika beberapa waktu lalu.
    
  
        
  ""Cuman saya sedih saja sepanjang event Formula E tadi saya keliling tidak ada sponsor BUMN. Beda sekai dengan Mandalika kemarin,"" tuturnya.Saat berkeliling di sekitaran lokasi Formula E, kata Zita, dia sama sekai tak melihat sponsor BUMN. Padahal, katanya, acara ini cukup besar dan ditayangkan pada 150 channel TV di dunia.""Padahal kan Formula E ini ditayangkan di 150 channel dunia,"" ujarnya.Simak juga 'Demokrat Minta BUMN Beri Perlakuan yang Sama pada Kompetisi Internasional':[Gambas:Video 20detik]"
"IMI Incar WRC di Danau Toba, Pemerintah Diharapkan Mendukung", 16 Apr 2022 18:57 ,https://www.detik.com/sumut/sepakbola/d-6036026/imi-incar-wrc-di-danau-toba-pemerintah-diharapkan-mendukung,"Pasifik Rally Championship (APRC) akan kembali digelar di Sumatra Utara pada September 2022 mendatang. Pelaksanaan Rally ini akan digelar di kawasan Danau Toba.Ketua Pengprov Ikatan Motor Indonesia (IMI) Sumut Harun Mustafa Nasution mengatakan ajang World Rally Championship (WRC) ditargetkan juga bisa digelar di kawasan Danau Toba. Untuk itu, IMI Sumut berharap ada dukungan dari pemerintah terkait rencana ini.""Kami dari Pengprov IMI mengincar pelaksanaan WRC di Kawasan Danau Toba juga. Tentu, dalam melaksanakan ajang kelas dunia ini kami berharap ada dukungan penuh baik itu dari pemerintah pusat maupun pemerintah provinsi,"" kata Harun di Medan, Sabtu (16/4/2022).
    
  
        
  Harun mengatakan keinginan untuk menggelar WRC menjadi bahagian yang dibahas dalam Rakerprov IMI Sumut yang dilaksanakan beberapa waktu yang lalu. Pelaksanaan WRC di Sumut, kata Harun, akan mengulangi masa-masa emas yang pernah terjadi sebelum reformasi dulu.""WRC ini pernah digelar dan sukses, tapi sudah lama sekali. Tahun 1996 dan 1997 yang lalu. Ini lah yang menjadi alasan kiranya WRC dapat kembali digelar di Sumut,"" ucapnya.Harun menjelaskan pelaksanaan WRC di Sumut didukung dengan infrastruktur yang ada di wilayah Danau Toba. Dengan infrastruktur itu, biaya pelaksanaannya tidak akan terlalu besar.""Berkaca dengan pelaksanaan Moto GP di Mandalika kemarin. Dengan adanya dukungan penuh dari pemerintah, WRC juga akan dapat bisa dilaksanakan dengan baik di sini,"" jelas Harun.Senada dengan Harun, Ketua Harian IMI Sumut Rudy Siregar mengatakan keuntungan pelaksanaan WRC di Sumut juga sangat besar. Terlebih untuk memperkenalkan Danau Toba kepada masyarakat dunia.""Tentu pecinta rally akan melihat ini (Danau Toba). Secara tidak langsung, kegiatan ini juga akan mempromosikan Danau Toba yang saat ini menjadi tempat wisata super prioritas,"" sebut Rudy.""Bahkan bukan hanya soal Danau Toba, adat budaya masyarakat juga sangat kental, ini juga bisa diperkenalkan. Gelaran - gelaran internasional seperti ini kami yakin dapat mendongkrak pariwisata dan tentunya ekonomi masyarakat yang ada di sana,"" sambungnya."
PAN Dukung Tiket Formula E Murah: Sayang Jika Tuan Rumah Nonton dari TV, 10 Apr 2022 10:03 ,https://news.detik.com/berita/d-6025396/pan-dukung-tiket-formula-e-murah-sayang-jika-tuan-rumah-nonton-dari-tv,"Panitia bakal menjual 50 ribu tiket Formula E dengan harga mulai dari Rp 350 ribu. PAN DKI Jakarta mendukung tiket Formula E dijual dengan harga murah supaya lebih dijangkau masyarakat.""Justru saya sangat sepakat wacana soal harga tiket murah. Tujuannya agar warga, semua kalangan bisa menikmati,"" kata Wakil Ketua DPRD DKI Jakarta dari Fraksi PAN Zita Anjani kepada wartawan, Minggu (10/4/2022).Riza mengatakan, berdasarkan hasil riset dari Sport Management Database yang berpusat di Inggris, total penggemar Formula E di RI mencapai 3,3 juta orang. Mayoritas penggemar berdomisili di Jakarta, Jawa Barat, dan Banten.
    
  
        
  Merujuk data ini, Zita sangat menyayangkan apabila ajang balap mobil listrik itu malah dinikmati masyarakat Indonesia melalui saluran televisi saja.""Apalagi menurut riset Sport Management Database Inggris, penggemar Formula E di Indonesia mencapai 3,3 juta orang. 54 persennya berada di Jakarta, Jawa Barat, dan Banten,"" ujarnya.""Tentu akan sangat disayangkan jika perhelatan internasional diselenggarakan di negeri sendiri, tapi tuan rumahnya malah nonton dari televisi karena harga tiket mahal,"" sambungnya.Penasihat Fraksi PAN DPRD DKI itu memandang Formula E bukan soal untung rugi semata. Jika ajang ini sukses, kata dia, Jakarta pasti mendapatkan pujian serta kepercayaan dari dunia yang tak bisa diraih dengan mengandalkan rupiah semata.""Kalau acara ini sukses, berjalan lancar, Indonesia khususnya Jakarta, tentu mendapat untung. Kita akan dipercaya dunia, menjadi sorotan, mendapat pujian, dan diakui. Itu nilai yang tidak bisa didapat dari rupiah,"" imbuhnya.Dia juga tak mempermasalahkan apabila ajang Formula E tidak balik modal di tahun pertama. Dia lantas membandingkan dengan event MotoGP Mandalika.""Contohnya Moto GP Mandalika, sama, tahun pertama belum balik modal. Bukan hanya di Indonesia, di negara-negara yang menyelenggarakan Formula E pun mengakui, kalau di tahun awal, pasti belum untung. Sama seperti usaha,"" tandasnya.Sebelumnya diberitakan, panitia bakal menjual 50 ribu tiket Formula E dengan harga mulai Rp 350 ribu. PSI meragukan hasil penjualan tiket dapat menutupi pengeluaran APBD DKI Jakarta selama ini.Ketua Fraksi PSI DPRD DKI Jakarta Anggara Wicitra mengatakan DKI diperkirakan hanya mendapat Rp 300 miliar untuk balapan 3 musim apabila harga tiket Formula E dipukul rata Rp 1 juta per orang. Dengan estimasi ini, Anggara ragu Pemprov untung dari hasil penjualan tiket.""Jika kita ambil rata-rata harga tiket seharga Rp 1 juta dengan kapasitas 50 ribu orang, dalam tiga tahun kita hanya dapat Rp 300 miliar. Nggak akan bisa ganti pengeluaran APBD, apalagi untung,"" kata Anggara melalui keterangan tertulis, Kamis (7/4/2022).Untuk itu, Anggara meminta penentuan harga tiket dilakukan dengan perhitungan yang tepat. Dia mengingatkan agar pemasukan dari tiket dapat menutupi biaya yang sudah dikeluarkan dari APBD."
"Ingin Anak Laki-laki, Roro Fitria Siapkan Nama Terinspirasi Motor Listrik", 07 Apr 2022 12:21 ,https://hot.detik.com/celeb/d-6020762/ingin-anak-laki-laki-roro-fitria-siapkan-nama-terinspirasi-motor-listrik,"Roro Fitria kini tengah hamil tiga bulan lebih. Roro Fitria punya referensi nama untuk anaknya kelak. Dia ingin memberi nama anaknya seperti nama motor listrik mini andalan bengkel miliknya.Sebelumnya motor listrik bengkel milik Roro dan sang suami Andre Irawan sempat dipamerkan di sirkuit Mandalika. Sehingga dia ingin mendapatkan anak pertama berjenis kelamin laki-laki.""Pengen pertama cowok ya. Sudah (ada nama) kebetulan namanya kayak salah satu motor listrik kita nih yang kecil yang 500 watt, kita kasih nama Motorcyle Baby Sultan, namanya ada sultan-sultannya,"" kata Roro Fitria di kawasan Mampang, Jalan Kapten P Tendean, Jakarta Selatan.
    
  
        
  Roro Fitria mengakui tahu kehamilannya saat hendak pergi ke Mandalika.""Alhamdulillah jalan empat bulan. Baru sih beberapa minggu lalu pas kita sebelum pameran motor listrik di Mandalika itu kan ada syarat kesehatan di sana, ada syarat kesehatan. Habis itu ditanya baru hamil nggak? Isi nggak? Kebetulan aku sering telat haid kecapekan, segala macam,"" beber Roro Fitria.Sebagai suami, Andre juga mengaku senang dengan kehamilan pertama Roro Fitria. Selain motor listrik miliknya bisa tampil di Mandalika, Andre juga mendapat hadiah berupa kehamilan istrinya.""Rasa syukur yang luar biasa kan, pas hadiahnya motor kita bisa tampil di Moto GP Indonesia, kan produk kita sendiri. Dikasih lagi sama Allah hadiah keturunan dari Nyai,"" kata Andre.Roro Fitria berharap bisa melahirkan dengan proses normal. Di kehamilannya ini, Roro Fitria ngidam makan-makanan segar.""Insyaallah Nyai penginnya normal. Pengin jadi wanita seutuhnya,"" harap Roro Fitria.""Ya morning sick ya kalau pagi suka mual. Ngidam, ada ya aku kayak pengin yang segar-segar kayak rujak, kayak salad,"" akunya."
